106,Aichivirus_A
122,Alagoas_vesiculovirus
18,Alphacoronavirus_1
33,Andes_orthohantavirus
52,Avian_avulavirus_1
110,Avian_metapneumovirus
26,Bagaza_virus
119,Bas-Congo_tibrovirus
34,Bayou_orthohantavirus
20,Betacoronavirus_1
35,Black_creek_canal_orthohantavirus
23,Bundibugyo_ebolavirus
66,Bunyamwera_orthobunyavirus
67,Bwamba_orthobunyavirus
68,California_encephalitis_orthobunyavirus
83,Candiru_phlebovirus
55,Canine_morbillivirus
69,Caraparu_orthobunyavirus
89,Cardiovirus_A
90,Cardiovirus_B
70,Catu_orthobunyavirus
123,Chandipura_vesiculovirus
1,Chapare_mammarenavirus
36,Choclo_orthohantavirus
124,Cocal_vesiculovirus
91,Cosavirus_A
92,Cosavirus_B
93,Cosavirus_D
94,Cosavirus_E
95,Cosavirus_F
48,Crimean-Congo_haemorrhagic_fever_orthonairovirus
37,Dobrava-Belgrade_orthohantavirus
49,Dugbe_orthonairovirus
113,Duvenhage_lyssavirus
27,Edge_Hill_virus
120,Ekpoma_1_tibrovirus
121,Ekpoma_2_tibrovirus
96,Enterovirus_A
97,Enterovirus_B
98,Enterovirus_C
99,Enterovirus_D
100,Enterovirus_E
104,Erbovirus_A
114,European_bat_1_lyssavirus
115,European_bat_2_lyssavirus
28,Gadgets_Gully_virus
71,Guama_orthobunyavirus
2,Guanarito_mammarenavirus
72,Guaroa_orthobunyavirus
38,Hantaan_orthohantavirus
53,Hendra_henipavirus
31,Hepacivirus_C
105,Hepatovirus_A
21,Human_coronavirus_HKU1
19,Human_coronavirus_NL63
111,Human_orthopneumovirus
57,Human_respirovirus_1
58,Human_respirovirus_3
59,Human_rubulavirus_2
60,Human_rubulavirus_4
125,Indiana_vesiculovirus
51,Influenza_C_virus_
116,Irkut_lyssavirus
126,Isfahan_vesiculovirus
3,Junín_mammarenavirus
73,Kairi_orthobunyavirus
29,Kyasanur_forest_disease_virus
39,Laguna_Negra_orthohantavirus
30,Langat_virus
4,Lassa_mammarenavirus
5,Lujo_mammarenavirus
6,Lymphocytic_choriomeningitis_mammarenavirus
7,Machupo_mammarenavirus
74,Madrid_orthobunyavirus
12,Mamastrovirus_1
13,Mamastrovirus_6
14,Mamastrovirus_8
15,Mamastrovirus_9
16,Mammalian_1_bornavirus
17,Mammalian_2_bornavirus
61,Mammalian_rubulavirus_5
127,Maraba_vesiculovirus
25,Marburg_marburgvirus
75,Marituba_orthobunyavirus
56,Measles_morbillivirus
22,Middle_East_respiratory_syndrome-related_coronavirus
8,Mobala_mammarenavirus
117,Mokola_lyssavirus
130,Mosso_das_Pedras_virus
62,Mumps_rubulavirus
128,New_Jersey_vesiculovirus
54,Nipah_henipavirus
76,Nyando_orthobunyavirus
77,Oriboca_orthobunyavirus
78,Oropouche_orthobunyavirus
47,Orthohepevirus_A
107,Parechovirus_A
108,Parechovirus_B
79,Patois_orthobunyavirus
32,Pegivirus_A
9,Pichindé_mammarenavirus
129,Piry_vesiculovirus
84,Punta_Toro_phlebovirus
40,Puumala_orthohantavirus
118,Rabies_lyssavirus
101,Rhinovirus_A
102,Rhinovirus_B
103,Rhinovirus_C
85,Rift_Valley_fever_phlebovirus
112,Rotavirus_H
10,Sabiá_mammarenavirus
109,Salivirus_A
86,Sandfly_fever_Naples_phlebovirus
41,Sangassou_orthohantavirus
42,Seoul_orthohantavirus
87,SFTS_phlebovirus
80,Shuni_orthobunyavirus
63,Simian_rubulavirus
43,Sin_Nombre_orthohantavirus
64,Sosuga_rubulavirus
81,Tacaiuma_orthobunyavirus
24,Tai_forest_ebolavirus
44,Thailand_orthohantavirus
50,Thiafora_orthonairovirus
45,Thottapalayam_orthohantavirus
65,Tioman_rubulavirus
46,Tula_orthohantavirus
88,Uukuniemi_phlebovirus
131,Whataroa_virus
11,Whitewater_Arroyo_mammarenavirus
82,Wyeomyia_orthobunyavirus
,x
